event_description,category,severity,location,industry,source
"Railway maintenance delayed cargo transportation in Tokyo, JP.",Transportation,Medium,"Tokyo, JP",Energy,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,Medium,"Shanghai, CN",Retail,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Taipei, TW.",Natural Disaster,Low,"Taipei, TW",Logistics,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,Low,"Tokyo, JP",Textiles,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Shanghai, CN.",Transportation,Low,"Shanghai, CN",Textiles,AI Generated Historical Dataset
"Port congestion delayed container shipments in Rotterdam, NL.",Transportation,Medium,"Rotterdam, NL",Energy,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Mumbai, IN.",Natural Disaster,Low,"Mumbai, IN",Automotive,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,Medium,"Shanghai, CN",Logistics,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,Medium,"Los Angeles, US",Manufacturing,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,"Tokyo, JP",Pharmaceuticals,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,Low,"Hamburg, DE",Pharmaceuticals,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,Low,"Seoul, KR",Textiles,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,High,"Los Angeles, US",Textiles,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Tokyo, JP, delaying shipments.",Natural Disaster,High,"Tokyo, JP",Textiles,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Los Angeles, US, delaying shipments.",Natural Disaster,High,"Los Angeles, US",Automotive,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,Medium,"Seoul, KR",Automotive,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Seoul, KR.",Transportation,Low,"Seoul, KR",Pharmaceuticals,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,Low,"Rotterdam, NL",Logistics,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Seoul, KR.",Natural Disaster,Medium,"Seoul, KR",Manufacturing,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,Medium,"Shanghai, CN",Logistics,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,Medium,"Rotterdam, NL",Logistics,AI Generated Historical Dataset
Earthquake damaged transportation infrastructure around Singapore.,Natural Disaster,High,Singapore,Textiles,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Shanghai, CN.",Natural Disaster,High,"Shanghai, CN",Manufacturing,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Hamburg, DE.",Transportation,Low,"Hamburg, DE",Semiconductors,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,High,"Dubai, UAE",Electronics,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,Low,"Los Angeles, US",Pharmaceuticals,AI Generated Historical Dataset
"Trade sanctions disrupted exports from Rotterdam, NL.",Political,Medium,"Rotterdam, NL",Automotive,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Hamburg, DE.",Supplier,High,"Hamburg, DE",Logistics,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Taipei, TW.",Transportation,Medium,"Taipei, TW",Logistics,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Medium,"Dubai, UAE",Electronics,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,Medium,"Shanghai, CN",Food,AI Generated Historical Dataset
"Factory shutdown caused supply shortages in Los Angeles, US.",Supplier,High,"Los Angeles, US",Energy,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Tokyo, JP, delaying shipments.",Natural Disaster,Low,"Tokyo, JP",Electronics,AI Generated Historical Dataset
"Raw material shortage disrupted production in Seoul, KR.",Supplier,High,"Seoul, KR",Pharmaceuticals,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Low,"Mumbai, IN",Logistics,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,Medium,"Dubai, UAE",Food,AI Generated Historical Dataset
"Trade sanctions disrupted exports from Taipei, TW.",Political,High,"Taipei, TW",Textiles,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Mumbai, IN.",Natural Disaster,Medium,"Mumbai, IN",Semiconductors,AI Generated Historical Dataset
Major supplier bankruptcy affected manufacturing in Singapore.,Supplier,High,Singapore,Logistics,AI Generated Historical Dataset
Currency fluctuations affected import pricing.,Financial,High,"Seoul, KR",Electronics,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Shanghai, CN.",Natural Disaster,Low,"Shanghai, CN",Electronics,AI Generated Historical Dataset
"Trade sanctions disrupted exports from Los Angeles, US.",Political,Low,"Los Angeles, US",Textiles,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,Low,"Dubai, UAE",Textiles,AI Generated Historical Dataset
Railway maintenance delayed cargo transportation in Singapore.,Transportation,High,Singapore,Food,AI Generated Historical Dataset
"Airport cargo operations were suspended in Shanghai, CN.",Transportation,High,"Shanghai, CN",Manufacturing,AI Generated Historical Dataset
"Airport cargo operations were suspended in Seoul, KR.",Transportation,Medium,"Seoul, KR",Semiconductors,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,Medium,"Los Angeles, US",Semiconductors,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,High,"Taipei, TW",Retail,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,Low,"Seoul, KR",Energy,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Tokyo, JP.",Transportation,Medium,"Tokyo, JP",Logistics,AI Generated Historical Dataset
"Inflation raised logistics expenses across Tokyo, JP.",Financial,High,"Tokyo, JP",Semiconductors,AI Generated Historical Dataset
"Trade sanctions disrupted exports from Hamburg, DE.",Political,High,"Hamburg, DE",Retail,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,High,"Mumbai, IN",Logistics,AI Generated Historical Dataset
"Port congestion delayed container shipments in Seoul, KR.",Transportation,Medium,"Seoul, KR",Semiconductors,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Dubai, UAE.",Supplier,Low,"Dubai, UAE",Food,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,Medium,"Los Angeles, US",Retail,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Seoul, KR.",Supplier,Medium,"Seoul, KR",Food,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,Medium,"Seoul, KR",Food,AI Generated Historical Dataset
Currency fluctuations affected import pricing.,Financial,Medium,"Hamburg, DE",Semiconductors,AI Generated Historical Dataset
"Port congestion delayed container shipments in Tokyo, JP.",Transportation,High,"Tokyo, JP",Pharmaceuticals,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Rotterdam, NL.",Natural Disaster,Medium,"Rotterdam, NL",Energy,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,Low,"Seoul, KR",Semiconductors,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Mumbai, IN.",Natural Disaster,Medium,"Mumbai, IN",Textiles,AI Generated Historical Dataset
"A powerful typhoon disrupted logistics operations in Hamburg, DE.",Natural Disaster,High,"Hamburg, DE",Energy,AI Generated Historical Dataset
"Airport cargo operations were suspended in Rotterdam, NL.",Transportation,Medium,"Rotterdam, NL",Automotive,AI Generated Historical Dataset
"Airport cargo operations were suspended in Seoul, KR.",Transportation,Low,"Seoul, KR",Pharmaceuticals,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,Singapore,Retail,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,High,"Mumbai, IN",Automotive,AI Generated Historical Dataset
Currency fluctuations affected import pricing.,Financial,Medium,"Shanghai, CN",Automotive,AI Generated Historical Dataset
"Raw material shortage disrupted production in Dubai, UAE.",Supplier,High,"Dubai, UAE",Semiconductors,AI Generated Historical Dataset
Currency fluctuations affected import pricing.,Financial,High,"Los Angeles, US",Food,AI Generated Historical Dataset
Shipping vessel breakdown caused delivery delays near Singapore.,Transportation,Medium,Singapore,Semiconductors,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,High,"Los Angeles, US",Automotive,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,Low,"Tokyo, JP",Retail,AI Generated Historical Dataset
"Port congestion delayed container shipments in Los Angeles, US.",Transportation,High,"Los Angeles, US",Textiles,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,High,"Mumbai, IN",Food,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,High,"Hamburg, DE",Logistics,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Los Angeles, US.",Transportation,High,"Los Angeles, US",Logistics,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,High,"Taipei, TW",Energy,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,Low,"Mumbai, IN",Retail,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,High,"Hamburg, DE",Pharmaceuticals,AI Generated Historical Dataset
Currency fluctuations affected import pricing.,Financial,High,"Dubai, UAE",Manufacturing,AI Generated Historical Dataset
"Raw material shortage disrupted production in Tokyo, JP.",Supplier,Medium,"Tokyo, JP",Manufacturing,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Tokyo, JP, delaying shipments.",Natural Disaster,High,"Tokyo, JP",Retail,AI Generated Historical Dataset
"Port congestion delayed container shipments in Taipei, TW.",Transportation,Medium,"Taipei, TW",Semiconductors,AI Generated Historical Dataset
"Factory shutdown caused supply shortages in Taipei, TW.",Supplier,Medium,"Taipei, TW",Logistics,AI Generated Historical Dataset
"A powerful typhoon disrupted logistics operations in Taipei, TW.",Natural Disaster,Low,"Taipei, TW",Textiles,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Rotterdam, NL.",Transportation,High,"Rotterdam, NL",Energy,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Tokyo, JP.",Transportation,High,"Tokyo, JP",Pharmaceuticals,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Seoul, KR, delaying shipments.",Natural Disaster,Low,"Seoul, KR",Automotive,AI Generated Historical Dataset
"A powerful typhoon disrupted logistics operations in Hamburg, DE.",Natural Disaster,High,"Hamburg, DE",Automotive,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Shanghai, CN.",Transportation,Medium,"Shanghai, CN",Electronics,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Hamburg, DE, delaying shipments.",Natural Disaster,Medium,"Hamburg, DE",Textiles,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,Medium,Singapore,Manufacturing,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Taipei, TW.",Transportation,High,"Taipei, TW",Electronics,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,Medium,"Dubai, UAE",Textiles,AI Generated Historical Dataset
Flooding forced temporary closure of warehouses in Singapore.,Natural Disaster,Medium,Singapore,Energy,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Shanghai, CN.",Transportation,Medium,"Shanghai, CN",Textiles,AI Generated Historical Dataset
"Factory shutdown caused supply shortages in Mumbai, IN.",Supplier,High,"Mumbai, IN",Energy,AI Generated Historical Dataset
